Company Name,Ticker,Q(1) Consensus Sales Est. (Mil.),% Change F1 Est. (4 weeks),% Change Q2 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q0 Est. (4 weeks),Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Yr's EPS (F0) Before NRI,12 Mo Trailing EPS,% Rating Downgrades ,% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),St. Dev. F1 / F1 Consensus,5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),% Ratio of Q1/prior Yr Q1 Actual Q(-3),% Ratio of Q1/Q0,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),F0 Consensus Est.,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q1 / Q1 Consensus,Earnings ESP (Expected Surprise Prediction),F2 Consensus Est.,F1 Consensus Est.,% Rating Upgrades ,% Rating Hold,Beta,% Price Change (12 Weeks),% Price Change (4 Weeks),Last Close,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Shares Outstanding ,Avg Volume,Market Cap ,Sector,Optionable,Industry,Average Target Price,# of Brokers in Rating,Change in Avg Rec ,Rank in Industry (of ABR),% Rating Change - 4 Weeks,Industry Rank (of ABR),Current Avg Broker Rec,% Rating Strong Sell or Sell,# Rating Hold,# Rating Strong Sell or Sell,# Rating Downgrades ,# Rating Upgrades,# Rating Strong Buy or Buy,% Rating Strong Buy or Buy,Exchange,F(1) Consensus Sales Est. (Mil.),% Price Change (1 Week),Common Equity,Intangibles,Preferred Equity,Long Term Debt ,Current Assets ,Inventory ,Receivables ,Operating Margin 12 Mo,Net Margin,Inventory Turnover,Asset Utilization,5 Yr Hist. Div. Growth %,Book Value,Current Liabilities ,Relative Price Change,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,Cost of Goods Sold,EBITDA ,Current Ratio,Debt/Total Capital,Debt/Equity Ratio,Quick Ratio,Cash Ratio,Turnover,Dividend ,5 Yr Div. Yield %,Current ROA (TTM),ROA (5 Yr Avg),ROI (5 Yr Avg),P/E (F1),Current ROI (TTM),Current ROE (TTM),St. Dev. Q2 / Q2 Consensus,Price/Cash Flow,P/E (F2),Price/Sales,Price/Book,P/E (Trailing 12 Months),Market Value/# Analysts,Long-Term Growth Consensus Est.,Div. Yield %,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,EBIT ,Pretax Income ,% Price Change (YTD),Annual Sales,PEG Ratio,5 Yr. Hist. EPS Growth,% Change EPS (F(-1)/F(-2)),S&P 500,
JOHNSON & JOHNS,JNJ,18526.10156,.64,-4.03,-2.65,.82,5.63,7.79,5.2,1.5,1.5,5.52,5.94,0,-2.03,-11.01,.00395,4.12,6.08,101.07,83.55,7.94,8.24,5.49,1.52,.02,0,6.2,5.96,0,50,.55,6.85,6.79,109.01,109.01,86.62,100,2799.11,10157169,305131,Medical,YES,LARGE CAP PHARMA,108.38,16,0,10,0,66,2.19,0,8,0,0,0,8,50,NYSE,74744.13281,1.84,74053,50745,0,13328,56407,7878,11713,22.91,.19,2.81539,.55826,7.342,27.16,25675,8.31,1.42,1.25,22342,20057,2.61,14.65499,.17,1.89,1.43392,6.24149,2.58999,3.26,12.79,12.927,20.061,18.3,19.03,22.35,.06,15.39,17.58,4.1,4.01,18.35,27739.18164,6.04,2.57,20.90167,34.49,27.43941,19980,13831,15953,15471,19.02,71312,3.03,4.98,34.49,YES,
JUNIPER NETWRKS,JNPR,1069.92895,-13.56,-36.03,-38.04,-7.09,-15.38,-3.57,.82,.21999,.22,.91,1.01,0,-20.37,-13.48,.02007,6.37,6.96,61.21,91.82,5.27,82,.87,.17,.1,0,1.16,.96,0,60,1.86,-6.04,3.2,21.61,27.95,18.56,32.48,451.19,9372893,9750.17,Computer and Technology,YES,WIRELESS EQUIPMENT,24.23,25,.08,15,-7.84,112,2.2,0,15,0,0,0,10,40,NYSE,4615.46191,3.05,7302.20019,4164.60009,0,999.29998,3703.8999,0,578.29998,10.2,.09,,.48285,,13.72,1441.40002,-12.87,.26,.2,1727.69995,715.40002,2.11,17.892,.22,2.57,2.16844,8.1548,0,.01,4.92,4.92859,6.13859,22.56,6.22,7.41,.12,16.66,18.69,2.03,1.58,21.4,1950.03479,10.92,.46,93.28895,53.01,135.81768,655.182,439.79998,525.5,525.5,-4.25,4669.1,2.06,-1.17,53.01,YES,
JOY GLOBAL INC,JOY,863.35302,-1.19,-2.07,-3.19,-.67,-6.98,8.57,-5.46,.8,.8,5.83,3.16,0,-.97,0,.05679,8.39,-11.45,58.56,,12.72,-15.63,3.18,.88,.17,-1.75,4.07,3.58,0,56.25,1.99,-12.9,5.65,53.82,65.01,48.94,30.37,98.18,1367762.75,5283.83,Industrial Products,YES,MACH-CONST/MNG,62.27,16,0,4,0,214,2.56,6.25,9,1,0,0,6,37.5,NYSE,3788.55395,3.5,2858.3601,1812.32995,0,1256.92004,2822.43994,1139.73999,1083.66003,8.52,,2.34549,.68081,.76595,28.13,1360.58996,-16.27,1.14,.65,3389.47998,943.94,2.21,31.11599,,,,3.97989,.75,1.14,5.8,12.342,21.575,15.04,8.05,11.64,.07,7.74,13.22,1.38,1.91,17.03,406.44869,15,1.49,,-69.29,-29.96116,739.34802,533.71002,830.42999,764.15002,-7.98,5012.7,1,3.75,-69.29,YES,
JPMORGAN CHASE,JPM,24109.5,-.9,-2.61,-1.56,-.05,-2.16,12.31,1.95,1.36,1.36,5.7,5.5,0,-.61,0,.01438,-1.74,-.44,100.06,103,-3.51,9.62,4.34,1.45,.05,-1.43,6.01,5.5,0,9.52,1.54,7.46,3.64,61.23,61.63,51.65,95.99,3738.19,17204060,228889.33,Finance,YES,BANKS-MAJOR REGIONAL,67.12,21,0,2,6.25,206,1.43,4.76,2,1,0,0,18,85.71,NYSE,97047.80468,3.1,200020,59313,11158,295883,1765916,0,787314,23.75,.19,,.03816,67.813,56.15,1859011,-4.72,1.39,1.4,2067,38830,.96,60.087,1.42,.95,.5264,.119,1.36,2.07,.91,.86339,3.59419,11.13,3.94,10.93,.06,8.05,10.19,2.41,1.09,11.13,16349.2373,5.33,2.61,-33.85057,20.57,-15.79121,28606,17923,33524,25914,4.7,96606,2.09,17.65,20.57,YES,
NORDSTROM INC,JWN,4016.37304,-.46,-1.36,-.57,-1.77,1.06,7.14,3.94,.94999,.95,3.71,3.73,0,-.89,0,.0198,10.79,6.61,214.59,,4.25,4.21,3.68,.79,.04,-2.82,4.21,3.87,0,60,1.31,7.26,5.53,73.68,73.68,55.38,100,192.61,1421761.5,14191.58,Retail-Wholesale,YES,RETAIL-APP/SHOE,71.92,20,.03,30,-3.66,159,2.5,5,12,1,0,0,7,35,NYSE,13365.66894,1.75,2080,175,0,3106,5228,1531,2177,5.63,.06,4.6929,1.48989,16.72999,11.06,2541,8.49,.71,1.48,7737,1746,1.9,59.68899,,1.45,.59818,5.78,1.2,1.99,8.39,8.37689,14.031,19.05,14.39,35.49,.03,12.61,17.49,1.1,6.66,19.75,788.42108,9.82,1.79,,-4.08,-.13606,1130,734,1350,1189,19.22,12540,1.94,16.77,-4.08,YES,
KELLOGG CO,K,3681.06201,-.02,-.31,-1.78,0,1.08,0,1.61,.93999,.94,3.77,3.8,0,-.42,-1.98,.00586,4.52,4.19,111.91,98.82,3.62,11.87,3.76,1.06,.02,0,4.07,3.91,0,50,.49,.83,6.36,64.53,69.39,56.9,61.09,355.03,1926619,22910.35,Consumer Staples,YES,FOOD-MISC/DIVERSIFIED,63.43,12,0,35,0,169,3.11,33.33,6,4,0,0,2,16.67,NYSE,14731.11035,.77,3607,7418,0,6330,3267,1248,1424,9.46,.12,6.8125,.92803,4.98839,9.57,3835,-3.85,.93,.93,8689,3373,.77,63.38199,1.73,.53,.15514,9.493,1.79999,3.06,8.78,9.7543,16.656,16.52,14.44,38.17,.02,12.22,15.85,1.57,6.75,16.98,2082.75878,5.93,3.04,99.02912,82.13,88.0333,1911.94995,1807,2841,2606,5.67,14792,2.78,3.26,82.13,YES,
KEYCORP NEW,KEY,1040.33398,-1.22,-3.02,-2.65,-1.26,0,8,6.16,.25999,.26,.93,1.05,0,-1.95,-4.14,.02345,-6.18,-6.12,99.76,99.76,12.99,5.68,.94,.26,.04,0,1.12,1.05,0,63.16,1.31,2.67,2.98,13.48,14.51,12.14,56.54,866.33,13611875,11678.06,Finance,YES,BANKS-MAJOR REGIONAL,14.53,19,0,11,3.92,206,2.58,5.26,12,1,0,0,6,31.58,NYSE,4089.31494,3.37,10029,1106,291,7650,64180,611,56624,21.57,.21,.22411,.04726,60.53499,11.7,72696,-8.6,.26,.26,158,1471,.88,40.52399,.7,.87,.09553,.07492,.215,1.46,1.02,.60281,2.99469,12.83,5.14,9.17,.05,11.62,12.02,2.71,1.15,12.84,898.31237,7.33,1.93,15.38461,1.38,6.0606,1040,910,1278,1141,.45,4386,1.75,8.48,1.38,YES,
KIMCO REALTY CO,KIM,254.26199,.17,-.55,-.78,.02,2.86,0,.71,.36,.36,1.33,1.37,0,-.11,4.92,.007,4.71,2.64,104.68,95.96,4.35,5.56,1.34,.35,.02,-2.86,1.44,1.39,0,57.14,1.31,7.62,9.28,24.73,25.28,19.75,90.05,411.42,3521836.5,10174.54,Finance,YES,REIT-EQTY TRUST - RETAIL,24.55,14,-.06,16,8.16,193,2.14,0,8,0,0,0,6,42.86,NYSE,986.945,.77,4769.41992,0,.1,1035.34997,343.32998,0,30.23999,29.99,.25,,.10172,8.37829,11.76,3310.33007,13.94,.35,.35,246.05999,506.42001,.1,22.88699,.28,.1,.09457,40.71699,.855,4.01,3.05,1.9677,3.13409,17.82,5.06,6.39,.03,19.99,17.17,10.01,2.1,18.05,1130.50439,4.69,3.64,12.07027,64.54,-11.19631,507.06201,236.27999,248.57,34.65999,25.22,946.67,3.8,2.55,64.54,YES,
KLA-TENCOR CORP,KLAC,661.04797,-15.58,-14.48,-38.29,0,2.17,-11.11,2.62,.46999,.47,3.55,3.35,0,-7.66,-13.01,.08731,11.51,3.05,67.4,121.89,-7.25,7.58,3.63,1.06,.04,0,4.7,3.29,0,53.85,1.52,10.66,9.75,80.83,81.28,59.73,97.91,164.48,2538110,13294.68,Computer and Technology,YES,SEQPT-WAFER FAB,80.36,13,-.15,6,2.73,38,2.15,0,7,0,0,0,6,46.15,NSDQ,2960.22705,5.85,3669.34008,363.04998,0,747.90997,4586.83007,656.45001,492.85998,19.26,.2,1.8587,.53545,27.47999,21.46,895.60998,14.11,.46,.57,1232.95996,871.34002,5.43,17.48699,.21,4.39,3.83818,5.6373,1.79999,2.69,10.31,12.39099,15.69799,24.55,12.92,15.6,.13,19.7,17.2,4.56,3.77,24.13,1661.83459,10.76,2.47,7.29192,4.78,7.29277,680.52502,582.75,788.27001,734.46002,25.4,2929.41,2.28,14.57,4.78,YES,
KIMBERLY CLARK,KMB,5117.92578,-2.69,-7.06,-7.27,-.32,4.55,0,1.85,1.61,1.61,5.77,6.02,0,-4.83,2.51,.03996,2.22,.42,101.29,90.6,2.75,9.9,5.73,1.51,.05,0,6.25,5.93,0,90,.23,4.6,4.24,113.05,114.27,102.75,89.41,372.45,1851958.38,42106.04,Consumer Staples,YES,CONSUMER PRD-MISC STPL,116.71,10,0,5,6.45,81,2.9,0,9,0,0,0,1,10,NYSE,20983.29882,-.5,5140,3424,0,5386,6550,2233,2545,10.7,.1,6.1243,1.12209,6.77769,12.21,5848,-1.52,1.54,1.46,13912,4091,1.11,55.32899,1.24,.74,.303,8.29829,3.24,3.67,12.01,10.61299,18.974,19.07,21.84,46.89,.05,13.85,18.08,1.97,9.26,18.78,4678.44873,7.22,2.97,15.80662,14.87,22.39999,3097,2142,3228,2945,8.22,21152,2.64,5.8,14.87,YES,
KINDER MORGAN,KMI,4131.45703,1.14,0,1.17,0,-3.03,-3.57,-7.52,.31999,.32,1.15,1.2,0,0,90,.0329,25.58,41.08,104.85,108.13,8,6.48,1.17,.22,.07,0,1.02,1.24,0,18.18,.67,-3.39,4.99,38.53,41.6,30.96,71.15,1028.23,15611987,39617.7,Oils-Energy,YES,OIL-PROD/PIPELN,43,11,0,12,-3.03,96,1.55,0,2,0,0,0,9,81.82,NYSE,16282.76757,-.03,28285,26942,0,33887,3868,430,1721,7.68,.08,19.21699,.21196,60.06,27.98,6075,-2.61,.33,.35,7365,6958,.57,55.331,1.24,.57,.28263,9.37689,1.55999,3.6,1.63,1.81669,2.2885,31.02,1.96,4.35,.59,13.12,37.71,2.45,1.38,32.11,7923.54052,9.5,4.57,6.88729,2.82,278.73016,3042,1193,5113,3438,7.03,14070,3.27,19.12,2.82,YES,
CARMAX GP (CC),KMX,3245.84692,-.22,-.43,-.63,-.42,-4.48,15.15,1.67,.63999,.64,2.24,2.39,0,-.18,0,.01835,13.27,14.7,112.77,82.81,11.96,19.79,2.26,.58,.03,-3.77,2.79,2.51,0,27.27,1.78,10.97,21.51,56.26,56.57,42.88,97.74,219.23,2663795.5,12334.1,Retail-Wholesale,YES,RETAIL/WHLSLE-AUTO PARTS,55.44,11,0,3,0,57,1.68,0,3,0,0,0,8,72.73,NYSE,14102.46679,.9,3316.98999,0,0,7340.41992,2643.21997,1641.42004,79.91999,4,.04,7.06459,1.12419,,15.32,875.48999,8.88,.67,.53,10925.5996,930.05999,2.77,70.328,2.37,1.14,1.05298,150.785,0,0,4.5,5.984,6.89449,22.43,4.93,16.09,.04,20.5,20.19,.92,3.67,23.54,1370.45593,14.45,0,12.03831,8.39,13.42451,612.63299,492.57998,828.15002,797.32,19.65,12574.3,1.55,14.03,8.39,YES,
COCA COLA CO,KO,10957.67773,-.41,-3.86,-2.5,-.19,1.92,1.59,.88,.52999,.53,2.08,2.07,0,-3.47,-14.17,.01192,9.84,-2.42,96.09,83.4,-1.07,3.48,2.09,.46,.03,0,2.12,2.06,0,46.67,.49,5.25,-3.6,42.29,44.55,37.1,69.66,4380.11,21396248,185235,Consumer Staples,YES,BEVERAGES-SOFT,44.7,15,0,9,-6.45,127,2.2,6.67,7,1,0,0,7,46.67,NYSE,46069.23437,2.15,33440,27611,0,19154,31304,3277,4873,19.98,.18,5.3088,.49487,8.53979,7.68,27811,-6.84,.52,.44,18421,13917,1.08,37.395,.6,1.01,.83254,8.7697,1.12,2.87,9.89,12.10999,20.677,20.55,17.5,27.47,.03,16.42,19.99,4.01,5.51,20.43,14248.8457,6.22,2.88,-2.70805,-8.03,-4.82316,11372.62011,8584,11940,11477,2.37,46854,3.3,6.2,-8.03,YES,
MICHAEL KORS,KORS,1303.88195,3.17,.15,.88,.44,13.64,12.35,17.44,1,1,3.22,3.8,0,1.72,-.78,.00688,60.18,51.75,120.38,133.62,29.65,63.45,3.12,.93,.01,-.75,4.8,4.17,0,52.94,2.03,-7.74,-3.47,72.31,99.84,71.17,3.98,205.8,3822087.5,14881.25,Consumer Discretionary,YES,TEXTILE-APPAREL,90.93,17,-.12,17,3.37,92,2.26,5.88,9,1,0,0,7,41.18,NYSE,4421.875,-7.18,1806.13,62.02999,0,0,1777.16003,426.92999,314.04998,20.18,.2,3.03209,1.71029,,9.92,308.36999,-18.96,.88,1.34,1294.77001,1094.76,6.55,0,,4.38,3.36018,13.48299,0,0,33.51,41.20399,59.643,17.32,42.32,40.78,.02,19.71,15.08,3.81,6.62,19.03,1144.71179,22.22,0,59.53303,56.47,66.3682,748.21502,661.47998,1008.03002,1007.64001,-10.94,3310.84,.78,101.13,56.47,YES,
KROGER CO,KR,25545.83398,.1,0,.42,-.14,1.45,3.81,3.03,.69999,.7,2.85,3.1,0,.11,0,.00721,6.92,1.68,165.87,,15.44,8.37,2.79,1.21,.02,3.28,3.65,3.29,0,35.71,.75,14.26,8.45,57.76,57.76,35.38,100,491.09,3685286.5,28365.42,Retail-Wholesale,YES,RETAIL-SUPERMKT,58.82,14,0,3,0,226,1.75,0,5,0,0,0,9,64.29,NYSE,108393.75,4.9,5395,2837,0,9653,8830,5651,1116,1.52,.02,14.711,3.68939,15.038,10.27,10705,32.96,.61,.88,78138,4428,.77,65.902,,.3,.19271,93.65,.615,1.77,5.63,5.27299,10.83199,17.56,11.26,31.44,.02,9.33,15.81,.27,5.62,18.63,2363.78491,11.72,1.14,,-.44,1.4696,3199,1519,2725,2282,46.12,98375,1.5,15.67,-.44,YES,
KRAFT FOODS GRP,KRFT,4646.46777,-.55,1.18,-5.86,-.33,4,-3.61,-6.46,.77999,.78,2.62,2.81,0,-1.37,-.91,.01728,,-.66,161.39,93.11,20.5,-21.56,2.79,.86,.07,0,3.39,3.16,0,45.45,1.27,2.39,3.63,58.27,60.66,51.06,75.1,588.82,3456314.5,34310.78,Consumer Staples,YES,FOOD-MISC/DIVERSIFIED,60.5,11,0,27,0,169,2.32,9.09,5,1,0,0,5,45.45,NSDQ,18170.06445,3.76,5187,13734,0,9976,4908,1616,1048,9.39,.15,6.2163,.78154,,9.4,3410,-1.64,.75,.73,11395,4984,1.08,60.66899,1.54,.97,.65806,16.00699,2.04999,,7.34,12.211,17.697,18.46,11.58,31.56,.02,17.49,17.21,1.9,6.2,20.74,3431.07763,7.89,3.78,31.56182,26.57,65.34713,1985.40002,2715,4591,4090,8.09,18218,2.34,,26.57,YES,
KOHLS CORP,KSS,6170.80517,-5.59,-1.49,-5.42,-13.56,5.61,-3.23,-.37,1.12999,1.13,4.05,4.1,0,-4.61,0,.00724,2.31,-1.29,201.1,,.8,-2.88,4.04,.66,.01,-2.63,4.59,4.08,0,29.41,.69,-.18,-.58,56.81,62.5,49.09,57.57,204.67,3285295,11627.19,Retail-Wholesale,YES,RETAIL-RGN DEPT,61.08,17,0,3,0,220,1.78,5.88,5,1,0,0,11,64.71,NYSE,18915.08398,3.67,5978,0,0,4722,5292,3874,0,4.6,.05,2.8636,1.30359,15.88799,28.02,2736,-8.91,.76,1.63,12087,2631,1.89,44.65999,,.52,.51827,,1.39999,1.79,6,7.3418,9.88869,13.91,8.18,14.73,.04,6.84,12.39,.62,2.03,13.86,968.93255,11,2.75,,-10.61,-9.83773,1778,889,1742,1404,.11,19031,1.26,5.86,-10.61,YES,
KANSAS CITY SOU,KSU,660.72802,1.18,-.22,1.29,.32,2.38,3.42,1.64,1.28999,1.29,3.98,4.58,0,.12,0,.00467,10.67,5.84,119.61,95.5,20.07,19.16,4.04,1.2,.02,0,5.5,4.78,0,63.64,1.33,10.02,6.97,123.73,125.2,91.12,95.69,110.36,1087997.38,13654.84,Transportation,YES,TRANS-RAIL,123.75,11,0,9,-1.01,121,2.73,9.09,7,1,0,0,3,27.27,NYSE,2594.48291,2.43,3670.5,0,6.09999,1856.90002,942.40002,121.3,198.3,19.86,.15,8.02869,.33706,,35.76,730.59997,-9.08,1.26,1.23,965.79998,855.5,1.03,31.83399,.47,1.12,.85245,12.50899,.86,.46,6.69,5.0531,6.61819,25.89,8.95,13.34,.02,20.58,22.5,5.35,3.46,27.01,1706.85546,15.9,.91,51.34506,44.32,-6.86457,662.70001,351.39999,632.20001,551.59997,-.08,2369.3,1.63,35.33,44.32,YES,
LOEWS CORP,L,,.58,-3.66,1.32,2.31,-29.85,17.91,2.54,.46999,.47,3.28,2.86,0,-.97,,0,1.19,3.44,83.7,163.83,-11.59,34.43,2.79,.79,.11,7.79,3.41,2.9,0,66.67,1.03,2.65,6.19,43.43,48.57,40.22,38.44,374.14,1200841.38,16249.07,Finance,YES,INS-MULTI LINE,50,3,0,20,0,133,2.33,0,2,0,0,0,1,33.33,NYSE,13812.95996,.77,24906,357,0,10006,16456,0,9361,8.35,.04,,.18423,0,65.6,39377,-18.08,.67,.77,5947,3354,.41,27.934,.4,.42,.18018,1.6976,.3125,.62,1.36,1.57939,3.759,14.98,3.56,4.39,.05,6.1,12.74,1.1,.66,15.19,5416.35791,,.58,-60.5183,-75.69,4.75352,2758,595,1871,1429,-9.97,15053,,-3.18,-75.69,YES,
L BRANDS INC,LB,3996.68798,3.08,0,.91,28.68,1.61,3.92,4.68,.62999,.63,3.05,3.12,0,2.17,.59,.01972,5.24,3.01,562.9,,7.79,4.45,3.02,.61,.03,0,3.68,3.29,0,37.5,1.14,21.67,13.26,76.35,76.35,50.87,100,292.35,1930030.63,22321,Retail-Wholesale,YES,RETAIL-APP/SHOE,72.63,24,-.04,15,4.16,159,1.98,4.17,9,1,0,0,14,58.33,NYSE,11374.50292,5.85,-369,1729,0,4761,3150,1165,244,8.38,.08,5.11959,1.6159,22.06699,-1.72,1826,12.33,.39,1.75,6344,2128,1.71,,,1.09,.95345,47.14599,1.5,2.27,13.55,11.74499,18.676,23.22,22.15,,.01,17.44,20.75,2.02,,24.47,1313,12.16,1.78,,14.97,19.92031,1271.02099,903,1760,1446,23.44,10773.2,1.91,23.91,14.97,YES,
LEGGETT & PLATT,LEG,946.09997,2.4,5.32,0,0,2,2.13,1.89,.50999,.51,1.54,1.71,0,.37,,0,4.07,.68,125.71,86.27,17.53,5.48,1.53,.5,0,0,2.06,1.81,0,75,1.16,16.41,18.61,40.08,40.08,28.94,100,137.63,1279280,5516.01,Consumer Discretionary,YES,FURNITURE,40,4,0,9,0,139,2.75,0,3,0,0,0,1,25,NYSE,3775.10009,2.51,1399.19995,1130.19995,0,688.40002,1281.69995,495.89999,467.39999,5.86,.05,6.18349,1.19609,3.63569,8.95,829.5,17.88,.5,.44,2998.80004,478.1,1.25,33.50999,.5,.95,.38384,6.8456,1.17999,4.49,7.01,6.1542,8.4757,22.14,10.76,16.99,.04,13.74,19.48,1.45,4.49,23.44,1838.66992,,3.09,-59.14517,-68.7,-20.50766,412,197.3,292.5,247.8,29.54,3746,,11.44,-68.7,YES,
LENNAR CORP -A,LEN,2554.93798,0,-1.91,.28,-2.61,16.42,19.61,18.77,.77999,.78,1.97,2.47,0,-.08,-3.4,.01894,20.93,44.59,132.38,123.89,37.66,129.07,2.05,.46,.05,-3.09,3.28,2.71,0,53.85,1.52,18.16,10.3,43.92,44.33,32.58,96.51,205.24,3871038,9014.32,Construction,YES,BLDG-RSDNT/COMR,44.64,13,0,13,0,196,2.23,0,7,0,0,0,6,46.15,NYSE,7715.71093,1.31,4627.47021,0,0,4194.43017,7978.87011,6601.04003,163.75999,7.84,.08,.84776,.60411,0,24.55,1153.23999,1.03,.67,.97,5103.18994,829.69,8.31,48.226,.93,1.19,1.05274,48.498,.15999,.7,4.74,1.73399,2.1958,16.19,5.95,11.58,.1,17.35,13.41,1.27,1.79,17.78,901.43164,18.93,.36,23.17947,26.76,-29.36889,492.21398,479.67001,775.84997,681.94,11.02,5935.1,.86,102.68,26.76,YES,
LABORATORY CP,LH,1488.57202,.74,0,-.78,-.07,2.86,3.95,-.6,1.79999,1.8,6.95,6.76,0,.73,.19,.00544,5.05,2.41,101.16,90.48,-2.47,1.91,7,1.72,.02,-.61,7.31,6.78,0,47.37,.69,-1.92,4.56,102.93,109.29,87.75,70.47,84.55,1327365.25,8703.14,Medical,YES,MED/DENTAL-SUPP,113.5,19,0,24,0,97,2.33,10.53,9,2,0,0,8,42.11,NYSE,5980.25292,-4.15,2491.30004,4594.7998,0,2889.10009,1432.09997,136.5,784.70001,9.88,.1,27.56699,.83796,,32.64,735.70001,2.51,1.75,1.63,3585.10009,1244.5,2.25,51.443,1.05,1.76,.69444,7.23689,0,0,8.28,10.357,14.411,15.19,10.61,22.52,.04,10.34,14.08,1.47,3.15,15.23,543.94647,10.59,0,-6.78743,-8.79,-1.59493,870.46002,573.79998,1012.09997,915.59997,12.65,5808.3,1.43,7.23,-8.79,YES,
L-3 COMM HLDGS,LLL,3148.80004,-6.48,-12.63,-6.96,-1.79,0,-2.49,2.41,1.85,1.85,8.07,7.99,0,-12.13,15.33,.00958,-5.92,-3.93,101.5,119.05,-7.78,.75,8.36,1.91,.08,-1.36,7.8,7.44,0,54.55,1.07,16.68,13.87,123.1,126.76,100.81,85.9,85.13,1384177.75,10479.87,Aerospace,YES,ELEC-MILITARY,125.9,11,0,5,8,11,2.09,0,6,0,0,0,5,45.45,NYSE,12086.66699,2.71,6056,8081,0,3630,4594,359,3422,5.84,.06,29.93799,.86747,11.071,70.33,2534,4.83,1.85,2.2,11410,1535,1.95,39.70999,.66,1.67,.32083,3.4202,2.2,2.34,5.06,5.7199,8.28909,16.54,7.24,11.77,.13,10.51,15.78,.86,1.75,15.41,2619.96826,5.49,1.95,-5.88236,-13.6,-4.20919,1038,751,1232,1055,15.2,12629,3.01,.72,-13.6,YES,
LINEAR TEC CORP,LLTC,358.86801,-4.07,-5.92,-5.39,0,-1.85,5.88,4.32,.52999,.53,1.96,2.03,0,-5.52,-3.54,.04315,3.59,8.28,109.01,94.61,8.13,10.11,1.88,.53,.05,-2,2.35,2.12,0,37.5,1.21,-2.35,5.15,43.425,50.43,38.69,40.33,244.08,4337646,10599.17,Computer and Technology,YES,SEMI-GENERAL,45.08,16,0,3,-5.63,186,2.34,12.5,6,2,0,0,8,50,NSDQ,1484.57495,5.12,1331.35998,13.77999,0,0,1364.70996,91.30999,173.33999,34.64,.33,3.77139,.7117,4.2276,5.67,215.11,-13.25,.54,.5,338.57998,712.13,6.97,0,,5.92,5.11394,8.47999,1.05999,2.88,24.65,25.444,38.055,20.49,38.74,38.74,.06,18.89,18.49,7.47,7.66,21.39,706.61163,10.61,2.49,13.03336,17.56,13.03449,543.79101,459.95999,642.41998,601.26,-4.67,1388.39,1.93,2.88,17.56,YES,
LILLY ELI & CO,LLY,5136.15576,-.09,0,1.88,-1.87,0,3.03,1.1,.66,.66,4.15,2.78,0,-.93,-2.37,.00889,-1.06,2.25,98.14,110.04,-33.13,22.42,4.13,.74,.04,0,3.12,2.78,0,53.33,.44,9.43,4.14,66.96,67.17,49.19,98.83,1113.43,4638979,74555.27,Medical,YES,LARGE CAP PHARMA,67,15,0,14,0,66,2.29,6.67,8,1,0,0,6,40,NYSE,19722.63671,.24,17640.69921,4331.10009,0,4200.2998,13104.70019,2928.80004,4022.80004,14.71,.2,1.69819,.58144,0,15.83,8916.5996,19.48,.66,.73,4908.10009,7334.8999,1.6,23.03599,.3,1.14,.69007,5.3579,1.96,4.6,8.55,14.37399,23.50699,24.13,13.03,16.67,,12.68,21.48,3.67,4.23,24.09,6212.93945,4.71,2.93,-30.84608,-43.75,14.582,5948.10009,4684.7998,5889.2998,5889.2998,31.29,23113.1,5.12,-7.42,-43.75,YES,
LEGG MASON INC,LM,743.367,-2.16,-1.32,-3.68,-14.04,6.06,5.81,2.88,.34999,.35,3.41,3.15,0,.28,-4.74,.01534,.24,4.94,95.39,280.71,-3.81,30.65,3.44,1.06,.04,0,4.72,3.28,0,62.5,1.35,12.52,10.49,54.45,54.45,38.49,100,115.82,1185261,6306.13,Finance,YES,FIN-INVEST MGMT,51.17,8,0,33,5,147,2.38,0,5,0,0,0,3,37.5,NYSE,2865.12011,4.79,4724.72021,4412.29003,0,1038.81994,2128.37988,518.17999,416.80999,13.43,.1,0,.38942,40.82199,40.3,821.23999,13.96,.33,.98,0,538.42999,2.18,18.97299,,1.96,1.45315,6.7767,.51999,1.09,5.23,3.62089,4.29309,16.6,6.44,7.96,.03,13.41,11.54,2.25,1.35,17.29,1576.53173,18.75,1.18,204.42588,178.39,180.60115,483.67999,284.77999,472.54998,419.64001,25.23,2741.76,.89,27.14,178.39,YES,
